NAME,NTEE_CD,Category,Location,lat_lon
SILVER STRIKERS CLUB,N50,N,"550 N MCCARRAN BLVD, SPARKS, NV, 89431-5278","(-119.7341971159278, 39.539611696783254)"
MINISTERIO INTL ADONAI,X20,X,"2625 ISLAND BROOK DR, LAS VEGAS, NV, 89108-4484","(-115.23565564487956, 36.207666876686396)"
PRIMARY GROUP,I44,I,"10300 W CHARLESTON BLVD, LAS VEGAS, NV, 89135-1037","(-115.320489, 36.1605547)"
NEVADA SOCIETY OF HEALTH SYSTEMS PHARMACISTS,S41,S,"11 SUNSET WAY, HENDERSON, NV, 89014-2333","(-115.06715422018816, 36.072793575920734)"
BOULDER CHAPEL,X21,X,"1001 AMBER GATE ST, HENDERSON, NV, 89002-9278","(-114.987307, 35.997938)"
HENDERSON FIREFIGHTERS BENEVOLENT ASSOCIATION,M12,M,"145 PANAMA ST, HENDERSON, NV, 89015-7372","(-114.9847192625268, 36.031690224805324)"
LAS VEGAS SQUARE & ROUND DANCERS INC,B99,B,"2153 INDIGO CREEK AVE, HENDERSON, NV, 89012-6115","(-115.07629098450806, 36.00343335295731)"
BORISA ZEN CENTER,X50,X,"4662 W WARM SPRINGS RD, LAS VEGAS, NV, 89118-5032","(-115.2045965962167, 36.0571550538157)"
PRICE FOUNDATION,T22,T,"11412 ORAZIO DR, LAS VEGAS, NV, 89138-1530","(-115.34490590140034, 36.174845186948424)"
WAT LAO KHANTIDHAMMARAM,X50,X,"4243 JUDSON AVE, LAS VEGAS, NV, 89115-5319","(-115.131764, 36.199445)"
REMNANT MINISTRIES CHURCH INTERNATIONAL,X20,X,"325 E WINDMILL LN, LAS VEGAS, NV, 89123-1801","(-115.15776100000963, 36.04223849739782)"
U S CHAMPIONSHIP RODEO FOUNDATION,T99Z,T,"43 GRAND MIRAMAR DR, HENDERSON, NV, 89011-2203","(-114.91325133724365, 36.11081825304822)"
S E S A M E INC,I72Z,I,"10863 FLORENCE HILLS ST, LAS VEGAS, NV, 89141-3545","(-115.18535808888889, 35.99198935555555)"
PROGRESSIVE PILGRIMS FELLOWSHIP,X20,X,"5719 JUDSON AVE, LAS VEGAS, NV, 89156-5737","(-115.131764, 36.199445)"
WHALERS CREATION INC,P73,P,"800 MERIALDO LN, LAS VEGAS, NV, 89145-4823","(-115.28466045999829, 36.162494306124586)"
THE@TERRANCE K AND ELIZABETH L BARRY FOUNDATION,T22,T,"9273 TOURNAMENT CANYON DR, LAS VEGAS, NV, 89144-0816","(-115.29845404479755, 36.17811834465313)"
RESTORATION MINISTRIES INC,X21,X,"227 MAZATLAN ST, HENDERSON, NV, 89074-5264","(-115.06206809003322, 36.04345674609726)"
CHILD MINISTRIES INC,P20,P,"727 CAMINO DEL RAY, HENDERSON, NV, 89012-2610","(-115.01367548994494, 36.027776394751925)"
RENO BIKE PROJECT INC,N30,N,"216 E GROVE ST, RENO, NV, 89502-3809","(-119.79559033333334, 39.500824333333334)"
SOUTHERN NEVADA TRANSIT COALITION,W40,W,"260 E LAUGHLIN CIVIC DR, LAUGHLIN, NV, 89029-1500","(-114.5803776, 35.1684395)"
ANTIOCH CHURCH OF LAS VEGAS,X21,X,"7635 DEAN MARTIN DR, LAS VEGAS, NV, 89139-5973","(-115.18366330612115, 36.05099230510263)"
TIGERS EYE KARATE,B30,B,"3056 MCKALL CIR, ELKO, NV, 89801-2476","(-115.79691384173199, 40.84210467074393)"
HOLY GHOST-FAITH CHRISTIAN MINISTRIES INC,X21,X,"451 PRINCESS AVE, N LAS VEGAS, NV, 89030-8631","(-115.1474911762306, 36.20535256496965)"
FIREFIGHTERS OF SOUTHERN NEVADA BURN FOUNDATION,P80,P,"3111 S VALLEY VIEW BLVD, LAS VEGAS, NV, 89102-8317","(-115.192396, 36.1318419)"
FRIENDS OF HIGH DESERT MONTESSORI,B112,B,"101 FANTASTIC DR, RENO, NV, 89512-2184","(-119.7837307, 39.5478174)"
KNIGHTS OF COLUMBUS,Y42,Y,"1601 E OGDEN AVE, LAS VEGAS, NV, 89101-4450","(-115.12734, 36.165448)"
DONATA YOUNG FOUNDATION,T22,T,"8812 RAINBOW RIDGE DR, LAS VEGAS, NV, 89117-5815","(-115.28655437325298, 36.145553558813305)"
JAMES JOSEPH FORD FOUNDATION,T22,T,"9317 TOURNAMENT CANYON DR, LAS VEGAS, NV, 89144-0818","(-115.29997311132486, 36.17918381555353)"
THE@CENTER FOR UNITY,P20,P,"428 S ROCK BLVD, SPARKS, NV, 89431-5547","(-119.7660154, 39.5318499)"
RENO DANCE COMPANY INC,A60,A,"9295 HUMMER CT, RENO, NV, 89521-3051","(-119.73907546464646, 39.44986424242424)"
WORLD EDUCATION FOUNDATION,T22,T,"9017 GREENSBORO LN, LAS VEGAS, NV, 89134-0501","(-115.29197082474005, 36.185995601592154)"
OFFICERS SPOUSES CLUB OF NAS FALLON NEVADA,B82,B,"2580 RICE RD, FALLON, NV, 89406-7440","(-118.8128211, 39.4892169)"
FATHER FLANAGANS BOYS HOME,P70,P,"821 N MOJAVE RD, LAS VEGAS, NV, 89101-2407","(-115.10638524668978, 36.17814397463021)"
IGLESIA INTERNACIONAL DE LAS VEGAS,X21,X,"4104 FREEL PEAK CT, LAS VEGAS, NV, 89129-3675","(-115.29452442042731, 36.23612442991156)"
SOUTHERN NEVADA CONSERVANCY,C30,C,"8625 W SAHARA AVE, LAS VEGAS, NV, 89117-5858","(-115.2878544, 36.144197)"
INCLINE VILLAGE COMMUNITY HOSPITAL FOUNDATION,E11,E,"880 ALDER AVENUE, INCLINE VILLAGE, NV, 89451-8335","(-119.9541119022098, 39.251587799999996)"
TRANSFORMATION OF LIFE HOLISTIC CENTER INC,B90,B,"1821 SCENIC SUNRISE DR, LAS VEGAS, NV, 89117-7208","(-115.30251241807541, 36.14950994838538)"
NEVADA HOMESCHOOL NETWORK,B01,B,"4717 COMPASS BOW LN, LAS VEGAS, NV, 89130-5345","(-115.21089269552382, 36.245499343103575)"
WALKER LAKE INTERPRETIVE ASSOCIATION,C32,C,"234 BETTY JANE DR, WALKER LAKE, NV, 89415-8608","(-118.75740453091237, 38.648198309123686)"
SAPPHIRE FOUNDATION FOR PROSTATE CANCER,G99,G,"3025 SAMMY DAVIS JR DRIVE, LAS VEGAS, NV, 89109-1198","(-115.1718362, 36.1343473)"
NEVADA VETERANS ASSISTANCE LEAGUE INC,W30,W,"100 VETERANS MEMORIAL DR, BOULDER CITY, NV, 89005-1926","(-114.8701249750128, 35.97120075)"
STILLPOINT CENTER FOR SPIRITUAL DEVELOPMENT,X21,X,"9037 WATERFIELD CT, LAS VEGAS, NV, 89134-6193","(-115.29345994754418, 36.19054420449171)"
BRETT AND DEBORAH BARKER FOUNDATION,T22,T,"11440 DIXON LN, RENO, NV, 89511-1529","(-119.7793807, 39.4500142)"
SOLAR NV,B99,B,"817 S MAIN ST, LAS VEGAS, NV, 89101-6406","(-115.15127056215886, 36.16303981678824)"
CREW OF NORTHERN NEVADA,S41,S,"1475 TERMINAL WAY, RENO, NV, 89502-3430","(-119.77796208669116, 39.509786195781004)"
JACK VAN SICKLE FOUNDATION,A12,A,"646 HUMBOLDT ST, RENO, NV, 89509-1606","(-119.81389948979592, 39.51855283673469)"
COMSTOCK CIVIL WAR REENACTORS,A80,A,"1575 PLUMAS ST, RENO, NV, 89509-3318","(-119.81268, 39.50902)"
NEVADA EDUCATION AND TRAINING SERVICES INC,J22,J,"2721 SPALDING DR, LAS VEGAS, NV, 89134-7553","(-115.31749326122299, 36.210981674572565)"
LA UNION NATIONAL HIGH SCHOOL ALUMNI USA INC,B84,B,"2335 THAYER AVE, HENDERSON, NV, 89074-5368","(-115.09000354587455, 36.04417751430157)"
THE MINISTRY CONCIERGE INC,X20,X,"848 N RAINBOW BLVD, LAS VEGAS, NV, 89107-1103","(-115.24219355067238, 36.18081298294667)"
OMCARE,T30,T,"1225 WESTFIELD AVENUE, RENO, NV, 89509-1800","(-119.82748008287292, 39.516007392265195)"
AMYOTROPHIC LATERAL SCLEROSIS ASSOC,G50,G,"3191 E WARM SPRINGS RD, LAS VEGAS, NV, 89120-3147","(-115.1566756, 36.0569526)"
HOLY CROSS CHINESE CHRISTIAN CHURCH LTD,X21,X,"6010 SIERRA MEDINA AVE, LAS VEGAS, NV, 89139-7486","(-115.22405088784467, 36.0201732117069)"
NEVADA RURAL HOUSING INC,L20,L,"3695 DESATOYA DRIVE, CARSON CITY, NV, 89701-2092","(-119.730896, 39.168598)"
COLA DEFENSE COMMITTEE OF THE BIG ISLAND,J40,J,"1611 FRANCINE ST, PAHRUMP, NV, 89060-2983","(-116.044106819488, 36.25781430909145)"
MARTY HENNESSY INSPIRING CHILDREN FOUNDATION,N66,N,"1101 COLORADO ST, BOULDER CITY, NV, 89005-2622","(-114.8390115, 35.9796662)"
DEAN AND GLORIA SMITH FOUNDATION INC,T22,T,"320 JUNIPER HILL RD, RENO, NV, 89519-2934","(-119.86453114019564, 39.503612920480776)"
EPICENTER ON THE PARKWAY,T70,T,"2000 S MARYLAND PKWY, LAS VEGAS, NV, 89104-3200","(-115.136905, 36.14782)"
ELARDI FOUNDATION,T20,T,"3411 LAS VEGAS BLVD S, LAS VEGAS, NV, 89109-8955","(-115.171875, 36.1208633)"
FRIEDA AND LEON STEINBERG CHARITABLE FOUNDATION,T22,T,"8916 PLAYERS CLUB DR, LAS VEGAS, NV, 89134-6353","(-115.29082028417967, 36.1804443495812)"
RUBY MOUNTAIN CHAMBER MUSIC FESTIVAL,A68,A,"540 13TH ST, ELKO, NV, 89801-3407","(-115.75726724561736, 40.83974095580956)"
ANTIOCH CHRISTIAN FELLOWSHIP CHURCH,X21,X,"912 VINEYARD VINE WAY, N LAS VEGAS, NV, 89032-7893","(-115.15420425436727, 36.22168115400604)"
CHURCH OF INTUITIVE INSIGHTS,X99,X,"112 N CURRY ST, CARSON CITY, NV, 89703-4934","(-119.7678389, 39.1677928)"
ZION UNITED METHODIST CHURCH - ZION MINISTRIES,X21,X,"2108 REVERE ST, N LAS VEGAS, NV, 89030-4048","(-115.15173239365419, 36.19790743990539)"
GRACE CHRISTIAN ACADEMY MINDEN,B24,B,"2320 HEYBOURNE RD, MINDEN, NV, 89423-8906","(-119.7607553, 38.9686055)"
NELLIS SUPPORT TEAM,W99,W,"6543 LAS VEGAS BLVD SOUTH, LAS VEGAS, NV, 89119-3223","(-115.17248051258747, 36.06787334777255)"
TOASTMASTERS INTERNATIONAL,N500,N,"1320 AKARD DR, RENO, NV, 89503-3118","(-119.85605618181819, 39.5333011010101)"
IGLESIA CENTRAL VISION DE DIOS,X21,X,"7347 PERFECT DAY AVE, LAS VEGAS, NV, 89129-7125","(-115.25481437502492, 36.233525161084955)"
RAMPAGE BICYCLE CLUB INC,N60,N,"162 COASTAL PIER CT, HENDERSON, NV, 89002-9187","(-114.98236424289439, 36.00027448298631)"
HARD FIGHTIN SOLDIER MINISTRY,P30,P,"1840 SNOWFIRE AVE, N LAS VEGAS, NV, 89032-0208","(-115.16815620399977, 36.233541712413)"
GOOLSBY ELEMENTARY SCHOOL PLT INC,B90,B,"11175 W DESERT INN RD, LAS VEGAS, NV, 89135-1853","(-115.3139966, 36.1298887)"
EMPOWERING PARENTS INC,K31,K,"975 PINEBROOK RD, RENO, NV, 89509-5920","(-119.80632593225356, 39.477349799299645)"
NEW LIFE MINISTRY LAS VEGAS,X20,X,"301 S MARYLAND PKWY, LAS VEGAS, NV, 89101-5320","(-115.134175, 36.163335)"
NORTHERN NEVADA AUTISM NETWORK,G84,G,"461 LYNDHURST DR, SPRING CREEK, NV, 89815-5912","(-115.57969698089731, 40.74537874426632)"
READ FOR KIDS DONATE TO KIDS INC,Q33,Q,"7140 SUDLEY CT, LAS VEGAS, NV, 89131-3234","(-115.25389448307232, 36.28956825742042)"
LOGOS CHURCH OF LAS VEGAS,X20,X,"101 S RANCHO DR, LAS VEGAS, NV, 89106-4843","(-115.17300496592242, 36.17228706564461)"
ABUNDANCE INTERNATIONAL INC,Q21,Q,"5402 DILLWEED CT, N LAS VEGAS, NV, 89031-0484","(-115.20345097959184, 36.25827763265306)"
GIIGLE FOUNDATION INC,T20,T,"10 VIA PARADISO ST, HENDERSON, NV, 89011-2208","(-114.91276897005713, 36.10805591600721)"
TRUCKEE RIVER FOUNDATION,C32,C,"2601 PLUMAS ST, RENO, NV, 89509-4172","(-119.8132665673806, 39.4995768)"
INTERNATIONAL WOMENS CENTER,W99,W,"7442 EGGSHELL DR, N LAS VEGAS, NV, 89084-2481","(-115.19317037494578, 36.29595607929229)"
OCTAVIA FOUNDATION,T20,T,"427 W PLUMB LN, RENO, NV, 89509-3766","(-119.81204963728929, 39.50582222177544)"
VICTORY OUTREACH HENDERSON,X20,X,"2459 BELT BUCKLEY DR, HENDERSON, NV, 89002-9383","(-114.92899112120779, 35.99602193769605)"
BURSON FAM FOUNDATION,T22,T,"493 FYNN VALLEY DR, LAS VEGAS, NV, 89148-4456","(-115.2830240901447, 36.03896630754761)"
CALVARY MEADOW MESA,X20,X,"4370 W CHEYENNE AVE, NORTH LAS VEGAS, NV, 89032-2485","(-115.20018490208216, 36.21743645045079)"
GRACE POINT CHURCH,X20,X,"3762 W ANN RD, N LAS VEGAS, NV, 89031-3860","(-115.1899745741559, 36.26151406060402)"
PROFESSIONAL FIRE FIGHTERS OF NEVADA BENEVOLENT ASSOCIATION,M112,M,"909 N RICHMOND AVE, CARSON CITY, NV, 89703-3782","(-119.77652269914195, 39.16944378882078)"
JESUS THE KING OF KINGS MINISTRIES,X20,X,"4205 BOX CANYON FALLS AVE, N LAS VEGAS, NV, 89085-4424","(-115.19695186044612, 36.30785374163772)"
UNITED STATES BARTENDERS GUILD INC,S41,S,"2654 W HORIZON RIDGE PKWY, HENDERSON, NV, 89052-2803","(-115.104262, 36.0015807)"
BEYOND THE RAINBOW FOUNDATION,O50,O,"11348 ESPADRILLE CT, LAS VEGAS, NV, 89138-7558","(-115.34505935688162, 36.166313623164164)"
AGAPE BIBLE FELLOWSHIP CHRISTIANCENTER,X20,X,"7744 ARDEN GROVE ST, LAS VEGAS, NV, 89113-4028","(-115.24693325, 36.047435)"
THE DOUGLAS AND INYOUNG BOYD FOUNDATION,T22,T,"8101 TIARA COVE CIR, LAS VEGAS, NV, 89128-7736","(-115.269324, 36.209534)"
RODENFELS FAMILY FOUNDATION INC,T20,T,"2704 BOTTICELLI DR, HENDERSON, NV, 89052-3120","(-115.11447866333377, 35.98491513965774)"
EPIC EVERYDAY PEOPLE INITIATINGCHANGE INC,B82,B,"1024 CUNNINGHAM DR, LAS VEGAS, NV, 89106-2923","(-115.15275144, 36.18208148)"
BURTON FAMILY FOUNDATION,T22,T,"1303 PANINI DR, HENDERSON, NV, 89052-3175","(-115.11441393400027, 35.98120988830063)"
PROJECT MOSAIC,I21,I,"440 PARKSON RD, HENDERSON, NV, 89011-4040","(-115.02208779252197, 36.05790582244742)"
THE DELTA ACADEMY,B29,B,"818 W BROOKS AVE, N LAS VEGAS, NV, 89030-7828","(-115.15235564795957, 36.21426301781995)"
CALVARY CHRISTIAN DAYTON VALLEY,X21,X,"28 ENTERPRISE WAY, DAYTON, NV, 89403-7305","(-119.56132337640007, 39.27948022842877)"
CENTRAL LYON COUNTY BURN FUND,E12,E,"246 DAYTON VALLEY RD, DAYTON, NV, 89403-8923","(-119.52679073059525, 39.25939041217269)"
SOUTHERN NEVADA LABORERS JOINT COLLECTION ACCOUNT,J40,J,"2345 RED ROCK ST, LAS VEGAS, NV, 89146-3181","(-115.22328763208772, 36.14566993355166)"
CONCERNED PARENTS OF TROOP 669,B94,B,"5725 AWAKENING ST, N LAS VEGAS, NV, 89081-6487","(-115.10753109391865, 36.26388843397096)"
ONNURI MISSION CHURCH,X21,X,"8929 W SAHARA AVE, LAS VEGAS, NV, 89117-5826","(-115.2878544, 36.144197)"
UNIVERSAL PHILOSOPHY OF THE CREATORCHAPEL,X83,X,"811 MAJESTIC RIDGE CT, HENDERSON, NV, 89052-5778","(-115.09209651099899, 35.99815045405499)"
VFW OF THE UNITED STATES AUXILIARY TO DEPARTMENT OF NEVADA,W30,W,"5830 ALFANO AVE, PAHRUMP, NV, 89061-7035","(-115.90814292281928, 36.14954563679825)"
NEVADA BLIND CHILDRENS FOUNDATION,P86,P,"95 S ARROYO GRANDE BLVD, HENDERSON, NV, 89012-5017","(-115.05600992710295, 36.02341538141261)"
CAMP BROTHERHOOD,N20,N,"2805 TERCEL WAY, N LAS VEGAS, NV, 89084-2201","(-115.17923176140506, 36.28242648272048)"
IGLESIA CRISTIANA ROCA FUERTE,X21,X,"805 SARAJANE LN, LAS VEGAS, NV, 89107-1584","(-115.21573687392983, 36.1800558934025)"
TRUTH CHRISTIAN MINISTRIESINTERNATIONAL INC,X20,X,"5101 N RAINBOW BLVD, LAS VEGAS, NV, 89130-1615","(-115.242139, 36.2514104)"
HOPE COMMUNITY,X20,X,"755 TRADEMARK DR, RENO, NV, 89521-5920","(-119.75661509984232, 39.44808825327867)"
NORTHERN NEVADA FOOTBALL OFFICIALSASSOCIATION,N65,N,"3415 STRASSER DR, SPARKS, NV, 89431-1382","(-119.744496, 39.56190925459878)"
NEVADA NARPM,L03,L,"7320 S RAINBOW BLVD, LAS VEGAS, NV, 89139-0406","(-115.2414003, 36.055411)"
LAS VEGAS VIETNAMESE AMERICANBUDDHIST ASSOC INC,X50,X,"2429 IVY GARDEN CT, LAS VEGAS, NV, 89134-0184","(-115.30153028571429, 36.205448857142855)"
VIVA LAS VEGAS MASTERS,N67,N,"8621 TRIANON LN, LAS VEGAS, NV, 89145-4875","(-115.28299744147986, 36.16585834835648)"
FULL ARMOR OF GOD,X99,X,"3751 S NELLIS BLVD, LAS VEGAS, NV, 89121-3121","(-115.0623974, 36.1589531)"
GEORGE TALMADGE GRIGSBY JRCHARITABLE FOUNDATION,T20,T,"4465 S JONES BLVD, LAS VEGAS, NV, 89103-3307","(-115.2251878, 36.1443336)"
BABA DEEP SINGH JI SHAHIDCHARITABLE SOCIETY INC,X99,X,"4142 CORAN LN, LAS VEGAS, NV, 89108-2875","(-115.19546041350846, 36.19566198119205)"
RISK RED,M20,M,"9 PANGLOSS ST, HENDERSON, NV, 89002-6538","(-114.9899523073597, 35.99855411857452)"
DURWARD AND SUSAN HUCKABAY FOUNDATION,T20,T,"2531 LAKE RIDGE SHORES CIR, RENO, NV, 89519-5728","(-119.82614308375138, 39.4757396587651)"
PROJECT MOONSHINE INC,A31,A,"1025 RIDGEVIEW DR, RENO, NV, 89519-6347","(-119.80834588722182, 39.472209354516295)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"759 BLUEROCK RD, GARDNERVILLE, NV, 89460-8306","(-119.73502204643228, 38.8917938773513)"
CHABAD OF NORTHERN NEVADA INC,X30,X,"3600 CLOVER WAY, RENO, NV, 89509-5246","(-119.81013325125627, 39.4904385678392)"
ELKO COUNTY USBC ASSOCIATION,N70,N,"1193 SOUTHSIDE DR, ELKO, NV, 89801-4346","(-115.74564455263157, 40.83053296491228)"
FAITHRUNNER INC,X20,X,"521 PUNTO VALLATA DR, HENDERSON, NV, 89011-0823","(-114.96962201208146, 36.07882413694795)"
10000 KIDS INC,O50,O,"2354 AQUA VISTA AVE, HENDERSON, NV, 89014-3636","(-115.086086, 36.062071)"
THE VALLEY CENTER OPPORTUNITY ZONE,S31,S,"300 N 13TH ST, LAS VEGAS, NV, 89101-4156","(-115.129656, 36.168872)"
TONY AND RENEE MARLON CHARITABLE FOUNDATION,T22,T,"9025 GREENSBORO LN, LAS VEGAS, NV, 89134-0501","(-115.29217755486039, 36.18598607526168)"
LAS VEGAS VALLEY CHRISTIAN CHURCH,X21,X,"3125 VILLA COLONADE DR, LAS VEGAS, NV, 89128-6904","(-115.26944804394935, 36.2166056265995)"
DR SANFORD I BERMAN - DR MICHAEL DEAN - EDUCATIONAL FOUNDATION,T20,T,"80 OLYMPIA CHASE DR, LAS VEGAS, NV, 89141-6039","(-115.1967012665046, 35.9674897578456)"
LIZZIEQ FOUNDATION,B82,B,"1000 NORTH GREEN VALLEY PARKWAY, HENDERSON, NV, 89074-6170","(-115.08601, 36.02831)"
AMERICAN HINDU ASSOCIATION,X70,X,"2602 STARLIGHT VALLEY ST, HENDERSON, NV, 89044-1587","(-115.09341979294629, 35.934654965619224)"
TOUR DE NEZ OUTREACH,N60,N,"924 GORDON AVE, RENO, NV, 89509-1958","(-119.81852548979592, 39.51555157142857)"
COMUNIDAD CRISTIANA LA FAMILIARESTAURADA,X21,X,"940 E SAHARA AVE, LAS VEGAS, NV, 89104-3021","(-115.1242371, 36.144435)"
KERYGMA FAMILY,X11,X,"848 N RAINBOW BLVD, LAS VEGAS, NV, 89107-1103","(-115.24219355067238, 36.18081298294667)"
POPPY FOUNDATION,D20,D,"6620 SKY POINTE DR, LAS VEGAS, NV, 89131-4001","(-115.26873928681083, 36.282051041851055)"
CANYON GATE COUNTRY CLUB MENS GOLF SOCIAL CLUB INC,N50,N,"2001 CANYON GATE DR, LAS VEGAS, NV, 89117-5846","(-115.28295199687577, 36.1483268)"
NEVADA CHAPTER OF THE ALEXANDERGRAHAM BELL ASSOCIATION,P87,P,"1000 NORTH GREEN VALLEY PARKWAY, HENDERSON, NV, 89074-6170","(-115.08601, 36.02831)"
JOHNNY APPLESEED FOUNDATION,N32,N,"950 IDAHO ST, ELKO, NV, 89801-3919","(-115.75891809468112, 40.83606741287459)"
DAYNA LYNN AHERN FOUNDATION,T20,T,"1401 MINERAL AVE, LAS VEGAS, NV, 89106-4342","(-115.159579, 36.173383)"
CARSON MONTESSORI SCHOOL PTO INC,B94,B,"2263 MOUTON DR, CARSON CITY, NV, 89706-0446","(-119.74407694314817, 39.206033696604294)"
LAS VEGAS SATSANG RAMYAN MANDALI,X70,X,"4348 SAN MATEO ST, N LAS VEGAS, NV, 89032-2822","(-115.20281369786909, 36.23769832656793)"
SOUTHERN NEVADA MODEL RAILROADENGINEERS,N50,N,"304 GLASGOW ST, HENDERSON, NV, 89015-5621","(-114.95205771889958, 36.051197560044706)"
BMW CAR CLUB OF AMERICA INC,N50,N,"71 WASHINGTON ST, RENO, NV, 89503-5604","(-119.82223725752262, 39.52347065)"
