NAME,NTEE_CD,Category,Location,lat_lon
CHARLESTON DEVELOPMENT ACDEMY,B29,B,"233 LINE ST, CHARLESTON, SC, 29403-5145","(-79.9541793452921, 32.7904475106256)"
SC HUNTERS AND LANDOWNERS FOR THE HUNGREY,P40,P,"507 AMELIA AVE, SPARTANBURG, SC, 29302-4325","(-81.87955351746726, 34.931371)"
CHRISTIAN FAITH FELLOWSHIP,X20,X,"2625 ALPINE RD, COLUMBIA, SC, 29223-1907","(-80.9063063, 34.0644136)"
HAPPY TALES ADOPTION PROGRAM,D20,D,"518 RICHLAND AVE W, AIKEN, SC, 29801-3828","(-81.72560695252032, 33.56248423418032)"
TEACHER PARENT ADVISORY COUNCIL,P50,P,"165 PEMBROKE DR, HILTON HEAD, SC, 29926-2390","(-80.7236618, 32.2107138)"
CAROLINA EMPOWERMENT GROUP,G81,G,"1996 IRVING AVE, N CHARLESTON, SC, 29405-8155","(-79.95651551020408, 32.83692283673469)"
SWEET REPEAT CHARITABLE FOUNDATION,T30,T,"4082 CHARLOTTE HWY, LAKE WYLIE, SC, 29710-8084","(-81.04260508304301, 35.10829562022183)"
SOUTH CAROLINA ABLAZE,X20,X,"5 TIMBERWILD DR, GREENVILLE, SC, 29605-5994","(-82.3457757, 34.7445177)"
4 A LIFE FOUNDATION,Q33,Q,"483 COGGINS SHORE RD, INMAN, SC, 29349-6903","(-82.04849154410584, 35.1222375)"
CHEROKEE COUNTY TOUCHDOWN CLUB INC,N31,N,"413 BROOKSIDE DR, GAFFNEY, SC, 29340-2936","(-81.65262446914801, 35.05955693878046)"
HISTORIC PROPERTY PRESERVATION INSTITUTE,A80,A,"15 ELLENITA DR, HILTON HEAD, SC, 29926-3101","(-80.7375230658842, 32.24656021675116)"
ST ANDREWS EPISCOPAL CHURCH ENDOWMENT CORP,X112,X,"1002 S MAIN ST, GREENVILLE, SC, 29601-3335","(-82.40973302374303, 34.84328305)"
MARYVILLE ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,B94,B,"2125 POPLAR ST, GEORGETOWN, SC, 29440-4047","(-79.29294820408163, 33.34262193877551)"
S C CAUCUS OF BLACK SCHOOL BOARD MEMBERS,B032,B,"529 DAVIS ST, BISHOPVILLE, SC, 29010-1943","(-80.23627921621622, 34.216730540540546)"
PEE DEE HORSEMANS ASSOCIATION,D12,D,"187 WARLEY ST, FLORENCE, SC, 29501-4442","(-79.77482171428571, 34.19543124489796)"
WESTERN CAROLINA RC,N50,N,"2607 WOODRUFF RD, SIMPSONVILLE, SC, 29681-4803","(-82.2298608, 34.8071101)"
TWIN OAKS BOAT CLUB INC,N50,N,"1296 FISHING VILLAGE RD, PLUM BRANCH, SC, 29845-3027","(-82.2687045, 33.8432964)"
PALMETTO CHRISTIAN ACADEMY OF GAFFN,B24,B,"200 N LIMESTONE ST, GAFFNEY, SC, 29340-3136","(-81.6486757, 35.0732652)"
BE REAL MINISTRIES INC,X20,X,"105 SADDLEBROOK LN, GREENVILLE, SC, 29607-6409","(-82.26827372115046, 34.795919665249016)"
LIVING WORD CHRISTIAN CENTER OF GOOSE CREEK,X21,X,"105 SAINT JAMES AVE, GOOSE CREEK, SC, 29445-2911","(-80.03907732777436, 32.99659959475185)"
BMW CAR CLUB OF AMERICA FOUNDATION,B99,B,"190 MANATEE CT, GREER, SC, 29651-6701","(-82.17355205242279, 34.9043687)"
TYGER RIVER CHILDRENS CENTER INC,B20,B,"5961 REIDVILLE RD, MOORE, SC, 29369-9258","(-82.06898431960812, 34.88329695)"
SOUTHEASTERN THERAPY ANIMAL RESOURCES INC,D20,D,"524 DEER ST, MT PLEASANT, SC, 29464-5045","(-79.86679922427403, 32.781058401246106)"
CHINESE ASSOCIATION IN GREATER CHARLESTON INC,N52,N,"1307 EAGLET LN, HANAHAN, SC, 29410-8527","(-80.03054599040182, 32.95374657824301)"
FAITH MEMORIAL CHAPEL,X21,X,"104 ATWOOD ST, GREENVILLE, SC, 29601-1504","(-82.40168376499747, 34.858154299999995)"
TRUELIGHT SOUNDS OF PRAISE,X21,X,"485 ROBERT GRISSOM PARKWAY, MYRTLE BEACH, SC, 29577-6576","(-78.90713682963735, 33.7003733230116)"
WEST POINT SOCIETY OF COLUMBIA SOUTH CAROLINA,B80,B,"2438 MONROE ST, COLUMBIA, SC, 29205-3152","(-81.01163929213841, 33.992302081193614)"
BGM INC,F60,F,"427 BURNIE STREET, GREENVILLE, SC, 29611-4941","(-82.394244, 34.788183)"
RUSHING WIND MINISTRIES OF SC,X20,X,"1846 OLD HIGHWAY 14 S, GREER, SC, 29651-6512","(-82.22770297990836, 34.89481006533345)"
KIRKWOOD COMMUNITY PROGRESSIVE ORGANIZATION INC,O50,O,"2407 CARLOS ST, CAMDEN, SC, 29020-0000","(-80.60326202040817, 34.27326326530613)"
MILITARY ORDER OF THE PURPLE HEART OF THE USA,P20,P,"808 HORRELL HILL RD, HOPKINS, SC, 29061-9570","(-80.84058722956004, 33.93805101908893)"
ON 1 ACCORD,P99,P,"301 VETERANS RD, COLUMBIA, SC, 29209-1556","(-80.95679798122976, 33.97330035906884)"
ABUNDANT HOPE MINISTRIES INC,Q30,Q,"1750 HIGHWAY 160, FORT MILL, SC, 29708-8009","(-80.93640451329196, 35.05168495)"
J M EHWA ELECTRIC SCHOLARSHIP FUND,B82Z,B,"305 MILL POND RD, BLUFFTON, SC, 29910-5865","(-80.90706254648643, 32.241735181470524)"
BRIARCLIFFE RESORT CHURCH,X20,X,"10495 N KINGS HWY, MYRTLE BEACH, SC, 29572-5708","(-78.75062965000001, 33.79571965)"
BEAUFORT COUNTY BLACK CHAMBER OF,S20,S,"711 BLADEN STREET, BEAUFORT, SC, 29902-4968","(-80.67947761950076, 32.43544826396361)"
HOUSE OF DAVID MINISTRIES,X21,X,"1531 EDGEFIELD RD, NORTH AUGUSTA, SC, 29860-9144","(-81.9399547, 33.5814968)"
THE EXOTICS BAND FOUNDATION,T50,T,"2270 MYERS RD, ORANGEBURG, SC, 29115-5256","(-80.82680965520419, 33.49831906570188)"
OLD PILGRIM MISSIONARY BAPTIST CHURCH,X20,X,"3540 WOODRUFF RD, SIMPSONVILLE, SC, 29681-4351","(-82.1960573269678, 34.793192700000006)"
SOUTH CAROLINA ASSOCIATION FOR THE TREATMENT OF SEXUAL ABUSERS,B99,B,"709 OLD TROLLEY RD, SUMMERVILLE, SC, 29485-5203","(-80.164826, 32.960841)"
WACCAMAW PARK PUBLIC CHARTER SCHOOLS INC,B29,B,"191 RIVER LANDING BLVD, MYRTLE BEACH, SC, 29579-9502","(-78.92317309000416, 33.71728215)"
GRAY COURT-OWINGS HISTORICAL SOCIETY,A80,A,"944 HIGHWAY 92, GRAY COURT, SC, 29645-6018","(-82.09166564195583, 34.61212126184879)"
MOTHER OF PEARL INC,B90,B,"8 IDLEWILD AVE, GREENVILLE, SC, 29605-6114","(-82.3655134375, 34.733341312499995)"
ST JOHN PROGRESSIVE CHURCH OF JESUS,X21,X,"413 PAPER MILL RD, FLORENCE, SC, 29506-4934","(-79.58408046393012, 34.192404365582156)"
AG CAROLINA FINANCIAL FLCA,W610,W,"1901 MAIN STREET, COLUMBIA, SC, 29201-2443","(-81.03783, 34.010714)"
CORNERSTONE YOUTH AND FAMILY CONNECTION FOUNDATION,I40,I,"100 WAYNE ST, COLUMBIA, SC, 29201-4337","(-81.035327, 33.984062)"
FRIENDS OF THE LAURENS COUNTY LIBRARY,B11,B,"1017 W MAIN ST, LAURENS, SC, 29360-2647","(-82.03462791150656, 34.49329536387104)"
EDWARD A BOND FOUNDATION,T00Z,T,"122 SOUTH SHORE DR, HILTON HEAD, SC, 29928-7701","(-80.7287015676678, 32.15576654041524)"
GREENWOOD LIONS CLUB FOUNDATION,S82,S,"112 LIMERICK RD, GREENWOOD, SC, 29649-9576","(-82.17461163546747, 34.24302595839178)"
NEW LIFE MISSIONARY BAPTIST CHURCH,X21,X,"1501 WESTRIDGE CIR, CHARLESTON, SC, 29412-8166","(-79.9603177, 32.7101705)"
COFRADIA DEL SANTO NINO DE CERU,X20,X,"5311 HOLDEN ST, CHARLESTON, SC, 29418-5823","(-80.04341573400802, 32.85864390054219)"
FOREST LAKE ELEMENTARY,B112,B,"6801 BROOKFIELD RD, COLUMBIA, SC, 29206-2205","(-80.95038375742149, 34.05213755)"
FLORIDA TENNIS FOUNDATION,N66,N,"3 SUMMIT TRACE CT, SPARTANBURG, SC, 29307-1554","(-81.8884262313091, 34.98456128728211)"
UPPER PIEDMONT TENNIS ASSOCIATION FOUNDATION,N66,N,"515 SPAULDING FARM RD, GREENVILLE, SC, 29615-6027","(-82.24165187754993, 34.83184389499285)"
RESTORATION FAITH CHURCH,X20,X,"1520 HIGHWAY 11 W, CHESNEE, SC, 29323-9224","(-81.8712138, 35.1573407)"
ZION COMMUNITY FOUNDATION,P20,P,"1328 GADSDEN ST, COLUMBIA, SC, 29201-3002","(-81.04077587328416, 34.00104172269242)"
NIGRO FAMILY FOUNDATION,T22,T,"53 KIAWAH ISLAND CLUB DR, KIAWAH ISLAND, SC, 29455-5699","(-80.09686300704439, 32.60601645102697)"
FREEBORN FOUNDATION INC,T30,T,"126 QUEEN ST, CHARLESTON, SC, 29401-2425","(-79.93564135944328, 32.777585091288465)"
NGOZI INTERNATIONAL FOUNDATION INC,P20,P,"123 KENILWORTH DR, NORTH AUGUSTA, SC, 29860-8027","(-81.978388, 33.550445)"
OPPORTUNITY HUB,K31,K,"899 S PINE ST, SPARTANBURG, SC, 29302-3308","(-81.90343318388429, 34.939584999999994)"
LAKE CAROLINA ELEMENMTARY SCHOOL PTO,B94,B,"1151 KELLY MILL RD, BLYTHEWOOD, SC, 29016-8726","(-80.89169063934443, 34.18997625)"
SUNBEAM ALPINE OWNERS CLUB OF AMERICA,N50,N,"123 RICHARDSON DR, GREENWOOD, SC, 29649-9704","(-82.064358, 34.271522)"
MANNING OUTREACH MINISTRY,X21,X,"700 BRANCHVIEW DR, MANNING, SC, 29102-0000","(-80.231707, 33.694314)"
BYRD ELEMENTARY SCHOOL PTO,B94,B,"1225 WELDON WAY, GRANITEVILLE, SC, 29829-3182","(-81.82935867143925, 33.58291135)"
SCHOOL OF THE ARTS BAND BOOSTERS,B112,B,"5109 W ENTERPRISE ST, N CHARLESTON, SC, 29405-4066","(-79.9990518, 32.8855908)"
BLYTHEWOOD HIGH SCHOOL FOOTBALL BOOSTER CLUB,N99,N,"10901 WILSON BLVD, BLYTHEWOOD, SC, 29016-9241","(-80.97826193384448, 34.20799945)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"1702 RUGER DR, SUMTER, SC, 29150-7931","(-80.40941522222222, 33.96921477777778)"
SC JETS GIRLS FASTPITCH SOFTBALL & BASEBALL ASSOCIATION,N63,N,"116 MICHELLE DR, WEST COLUMBIA, SC, 29169-4701","(-81.10397602272728, 34.004827636363636)"
CITADEL CLASS OF 1996 REUNION FUND,N50,N,"1912 PALMETTO ISLE DR, MT PLEASANT, SC, 29466-8787","(-79.82493640850647, 32.88933049602202)"
CENTERVILLE ELEMENTARY PTO,B94,B,"1529 WHITEHALL RD, ANDERSON, SC, 29625-1917","(-82.70766188380901, 34.5279161)"
PALMETTO COUNCIL NO 451 AMD,Y42,Y,"111 E LANCASTER ST, RICHBURG, SC, 29729-8001","(-81.01813142706426, 34.716311434568425)"
HOLLOW CREEK LAND PRESERVATION INC,T23,T,"1419 SILVER BLUFF RD, AIKEN, SC, 29803-9224","(-81.731446, 33.515561)"
SAINT JAMES DAY SCHOOL INC,B20,B,"1872 CAMP RD, CHARLESTON, SC, 29412-3540","(-79.97662, 32.735107)"
DANIEL ISLAND BAND BOOSTER ASSOCIATION,B11,B,"2365 DANIEL ISLAND DR, DANIEL ISLAND, SC, 29492-8222","(-79.90972698577859, 32.8484889)"
FIGHT STAPH INFECTIONS INC,G80,G,"624 STATION WEST LN, ROEBUCK, SC, 29376-3609","(-81.92684089105623, 34.841191)"
AMERICAN AMISTAD FOUNDATION INC,E99,E,"9 SNAP DRAGON WAY, LANDRUM, SC, 29356-3329","(-82.34565783133361, 35.1385157)"
EXCELSIOR MULTI-CULTURAL INSTITUTE INC,P32,P,"142 CLARIDGE ST, NORTH AUGUSTA, SC, 29860-7462","(-81.97980700114913, 33.54901628124952)"
VICTORY CHURCH INC,X20Z,X,"708 JOINES CT, GREER, SC, 29651-6957","(-82.20204321367521, 34.867166499999996)"
THOROFARE FOUNDATION,T22,T,"200 STALLINGS ISLAND ST, BLUFFTON, SC, 29910-8363","(-80.87987193652744, 32.20156527857335)"
PEE DEE INDIAN NATION OF UPPER SOUTH CAROLINA,A20,A,"3814 HIGHWAY 57 N, LITTLE ROCK, SC, 29567-8008","(-79.42658217837867, 34.562349670376996)"
CHARLESTON COUNTY SHERIFFS OFFICE EMPLOYEES SUPPORT FUND,J40,J,"3691 LEEDS AVE, N CHARLESTON, SC, 29405-7437","(-80.01221508974194, 32.8503670862845)"
GREATER WAVERLY FOUNDATION INC,P50,P,"2351 GERVAIS ST, COLUMBIA, SC, 29204-1869","(-81.0037783, 34.0102984)"
BLUE RIDGE FEST INC,T30,T,"734 W MAIN ST, PICKENS, SC, 29671-2116","(-82.71747126450182, 34.881185854835536)"
REVIVAL ACTION MINISTRIES INTERNATIONAL,X99,X,"414 LAKEWOOD LN, ANDERSON, SC, 29625-5037","(-82.74031047795211, 34.51319678477256)"
TRUE WORSHIPERS TABERNACLE CHURCH INC,X21,X,"524 FOX HURST CT, MOORE, SC, 29369-9282","(-82.07161497007722, 34.8774475)"
BAMBERG POST NO 10595 VETERANS OF FOREIGN WARS OF THE UNITED STATES,W30,W,"170 BOMBA ST, BARNWELL, SC, 29812-2616","(-81.39405837929904, 33.24240730269907)"
TRINITY MONTESSORI CHRISTIAN SCHOOL INC,B24,B,"1293 ORANGE GROVE RD, CHARLESTON, SC, 29407-3947","(-79.997907, 32.817306)"
TRAINING FOR REIGNING INSTITUTE OF DISCIPLE-MAKING INC,X20,X,"174 MILL RUN, NORTH AUGUSTA, SC, 29860-8631","(-81.952472, 33.575482)"
BRIAN P & JANET S HEHIR FAMILY FOUNDATION,T22,T,"13 OCEAN COURSE DR, KIAWAH ISLAND, SC, 29455-5900","(-80.03405167429656, 32.61363119688053)"
ASSOCIATION FOR COMPUTING MACHINERY,U030,U,"429 N CHURCH ST, SPARTANBURG, SC, 29303-3612","(-81.93789857904125, 34.957871427371664)"
INTERNATIONAL FASHION JEWELRY & ACCESSORY GROUP INC,S41,S,"1195 PYXIE MOSS DR, LITTLE RIVER, SC, 29566-8680","(-78.62549178571429, 33.88002242857143)"
HILLENBRAND FAMILY FOUNDATION,T20,T,"9 TRADD ST, CHARLESTON, SC, 29401-2537","(-79.92774483484523, 32.774971795240965)"
MICHAEL J MUNGO FOUNDATION INC,T20,T,"441 WESTERN LANE, IRMO, SC, 29063-9230","(-81.1732907, 34.1022129)"
DRAWING NEAR TO GOD INC,X21,X,"440 WHILDEN ST, MT PLEASANT, SC, 29464-5357","(-79.87652630612246, 32.78888434693878)"
GREATER COLUMBIA EDUCATIONAL ADVANCEMENT FOUNDATION,B82,B,"1824 SATURN LN, COLUMBIA, SC, 29209-2939","(-80.92352044113152, 33.97246737058291)"
PURE THEATRE,A65,A,"477 KING ST, CHARLESTON, SC, 29403-6231","(-79.93881628986726, 32.78939662564881)"
SUNRISE CHILDRENS SCHOOL,B21,B,"3222 MIDDLE ST, SULLIVANS IS, SC, 29482-8649","(-79.81697429105597, 32.77308549084202)"
JEREMIAH 29-11 MINISTRIES,X20,X,"2315 VANDERBILT DR, CHARLESTON, SC, 29414-7027","(-80.0605367, 32.847860399999995)"
A NEW BEGINNING CHRISTIAN MINISTRIES,X21,X,"4338 EVANSTON BLVD, N CHARLESTON, SC, 29418-5773","(-80.0500931058237, 32.85647436609826)"
IRMO HIGH SCHOOL EDUCATION FOUNDATION,B82,B,"6671 SAINT ANDREWS RD, COLUMBIA, SC, 29212-2125","(-81.1027688, 34.0505507)"
ACADEMY FOR TEACHING & LEARNING OF THE CHESTER COUNTY SCHOOL DISRICT,B29,B,"109 HINTON ST, CHESTER, SC, 29706-2022","(-81.20725, 34.700673)"
VISION EDUCATIONAL CENTER,P50,P,"207 W MAIN ST, DILLON, SC, 29536-3348","(-79.37378615242342, 34.4178604514844)"
GREER MIDDLE COLLEGE CHARTER HIGH SCHOOL,B29,B,"138 W MCELHANEY RD, TAYLORS, SC, 29687-5885","(-82.29874208666774, 34.9638405)"
SOUTH CAROLINA WOMEN IN HIGHER EDUCATION,B999,B,"573 HUGER ST, CHARLESTON, SC, 29409-1013","(-79.9576516186886, 32.79539900668749)"
WAT LAO BUDDHA RATANARAM INCORPORATED,X50,X,"770 BRYANT RD, SPARTANBURG, SC, 29303-5002","(-81.9270525, 35.0096135)"
CARVER HIGH SCHOOL ALUMNI ASSOCIATION,B84,B,"331 A FLOYD AVENUE, LAKE CITY, SC, 29560-3225","(-79.765561, 33.870106)"
NATIONAL 1-73 I-74 I-75 CORRIDOR ASSOCIATION,S41,S,"1200 N OAK ST, MYRTLE BEACH, SC, 29577-3558","(-78.881099, 33.697764)"
AMERICAN LEPROSY MISSIONS INC,Q123,Q,"1 ALM WAY, GREENVILLE, SC, 29601-3060","(-82.3922087, 34.8506482)"
LEONARD WOOD MEMORIAL FOR THE ERADICATION OF LEPROSY AND THE,H46Z,H,"120 BROADUS AVE, GREENVILLE, SC, 29601-3040","(-82.39218286096329, 34.8505907)"
MEAD MEMORIAL CHAPEL,X20Z,X,"5491 BELLE MEAD DR, AIKEN, SC, 29803-3716","(-81.65275751162783, 33.44648094770168)"
AMERICAN PROTESTANT DEFENSE LEAGUE INC,X20,X,"131 BERRY DR, GREENVILLE, SC, 29607-5601","(-82.29571689112244, 34.81584886019582)"
DAVID A AND MILDRED H MORSE CHARITABLE TR,T70Z,T,"2445 KINGS GATE LN, MT PLEASANT, SC, 29466-8186","(-79.81931792493269, 32.90157831484723)"
VITAL CONNECTIONS OF THE MIDLANDS INC,P33,P,"4801 COLONIAL DR, COLUMBIA, SC, 29203-4259","(-81.02857829591836, 34.04520137755102)"
AIKEN JUNIOR SPORTS ASSOCIATION,N60,N,"203 CLUB VILLA DR W, AIKEN, SC, 29803-2693","(-81.72519825885766, 33.49806780585675)"
CENTRAL BAPTIST CHURCH,X21,X,"26 RADCLIFFE ST, CHARLESTON, SC, 29403-6146","(-79.94067584760003, 32.788440562166464)"
CHAMPION FOR KIDS INC,O50,O,"804 SULTANA DR, LITTLE RIVER, SC, 29566-8510","(-78.63437021591986, 33.87978095408581)"
UU WORLD OF CHILDREN,B110,B,"1135 STATE PARK RD, GREENVILLE, SC, 29609-1518","(-82.38884431178266, 34.9047471)"
PUBLIC LIBRARY FOUNDATION OF BEAUFORT COUNTY,B117,B,"311 SCOTT ST, BEAUFORT, SC, 29902-5556","(-80.67075387229528, 32.43188751294066)"
ROYAL FOUNDATION,P20,P,"4761 LUELLA AVE, N CHARLESTON, SC, 29405-5133","(-79.99914796002258, 32.879636975813234)"
CITIZENS FOR A BRIGHTER FUTURE,B80,B,"425 S OAKLEY LN, SPARTANBURG, SC, 29301-5331","(-82.03136097082732, 34.9273325)"
MAGDALENE HOUSE OF CHARLESTON,P80,P,"1801 AVENUE F, N CHARLESTON, SC, 29405-1914","(-79.97727127026228, 32.86750395)"
JL MANN BAND BOOSTERS,A99,A,"160 FAIRFOREST WAY, GREENVILLE, SC, 29607-4607","(-82.3368266972218, 34.8072528)"
UGANDA SPIRIT,P70,P,"415 YORK ST SE, AIKEN, SC, 29801-4975","(-81.72068998979135, 33.55366427757479)"
SARA GOODWIN MEMORIAL FOUNDATION,P20,P,"1727 SAILMAKER ST, DANIEL ISLAND, SC, 29492-8508","(-79.90464857088904, 32.84812643319289)"
SCAGO EDUCATIONAL FACILITIES CORPORATION FOR COLLETON SCHOOL DI,B11,B,"213 N JEFFERIES BLVD, WALTERBORO, SC, 29488-2907","(-80.66805698798896, 32.91149660029488)"
SCAGO EDUCATIONAL FACILITIES CORPORATION FOR BEAUFORT SCHOOL DI,B11,B,"2900 MINK POINT BLVD, BEAUFORT, SC, 29902-5873","(-80.7187134, 32.4071517)"
SCAGO EDUCATIONAL FACILITIES CORPORATION FOR SUMTER 17 SCHOOL D,B11,B,"1345 WILSON HALL RD, SUMTER, SC, 29150-1890","(-80.39800714193225, 33.9571730944362)"
LAKE VIEW RESCUE SQUAD INC,P20,P,"109 W 2ND AVE, LAKE VIEW, SC, 29563-3111","(-79.16617045263982, 34.34412233277456)"
INTERNATIONAL ASSOCIATION OF FIREFIGHTERS,J03,J,"5121 MORNING FROST PL, MYRTLE BEACH, SC, 29579-3577","(-78.88053034439454, 33.75836175)"
INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,J40,J,"1312 SHENANDOAH CIR, ROCK HILL, SC, 29730-3685","(-81.03061401387066, 34.88515592337862)"
