NAME,NTEE_CD,Category,Location,lat_lon
JACKSON PROFESSIONAL BEAUTICANS CLUB,S41,S,"4625 NORDELL DR, JACKSON, MS, 39206-3347","(-90.18458041204404, 32.37304909046548)"
CHRIST TEMPLE OF DELIVERANCE CHURCH OF GOD IN CHRIST,X20,X,"245 N BEAUCHAMP AVE, GREENVILLE, MS, 38703-3323","(-91.0198, 33.411789)"
GULF COAST HOUSING INITIATIVE INC,L21,L,"1012 DIVISION ST, BILOXI, MS, 39530-2968","(-88.898734, 30.403532384615385)"
RAINBOW LEARNING CENTER INC,P33,P,"706 S CENTRAL AVE, NEW ALBANY, MS, 38652-3707","(-89.0132002, 34.483932599999996)"
PONTOTOC COMMUNITY THEATER INC,A65,A,"106A N MAIN ST, PONTOTOC, MS, 38863-2104","(-88.9998883, 34.2510846)"
ROYAL AMBASSADORS INC,P33,P,"2309 NAPOLEON AVE, PEARL, MS, 39208-6329","(-90.12739962095928, 32.26294672190454)"
GULFPORT ADMIRAL HARDWOOD CLUB,N62,N,"1213 WOODWARD AVE, GULFPORT, MS, 39501-2472","(-89.11934577989129, 30.364696549999998)"
COMMUNITY THRIFT SHOP OF OLIVE BRANCH,P29,P,"7105 MAPLEWOOD CV, OLIVE BRANCH, MS, 38654-1336","(-89.8605620285707, 34.96314219051401)"
AMERICAN POMERANIAN CLUB INC,D60,D,"99 EAST RD, ECRU, MS, 38841-8048","(-89.00740341752463, 34.35211015398846)"
ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,E72C,E,"1225 N STATE ST, JACKSON, MS, 39202-2064","(-90.1801577774954, 32.31506295)"
ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,E72C,E,"176 S MAIN ST, PONTOTOC, MS, 38863-3311","(-88.99580359166667, 34.243237)"
CITY OF ANGELS CHRISTIAN ASSOCIATION INC,X20,X,"304 JEFFERSON ST, ANGUILLA, MS, 38721-9528","(-90.83018433775489, 32.97855876530494)"
NEWTON HISTORICAL CULTURAL COMMISSION INC,A80,A,"110 PINEWOOD DR, NEWTON, MS, 39345-2922","(-89.16522735557179, 32.309438074111696)"
MOUNT CALVARY MBC N P,X21,X,"600 11TH AVE, MERIDIAN, MS, 39301-4401","(-88.689641, 32.369152)"
SOCIETY OF WOMEN ENGINEERS,P20,P,"3909 HALLS FERRY RD, VICKSBURG, MS, 39180-6133","(-90.87331975059517, 32.30198873321046)"
FINANCIAL INSTITUTIONS HOUSING OPPORTUNITY POOL,L80,L,"735 RIVERSIDE DRIVE, JACKSON, MS, 39202-1166","(-90.17639653380907, 32.323513110433495)"
CYBER CHAPTER OF ASSOCIATION OF LEGAL ADMINISTRATORS INC,S41,S,"927 TIMBERTON DR, PEARL, MS, 39208-8639","(-90.043698, 32.323749)"
MORRISON FOUNDATION,T22,T,"110 MONUMENT PL, VICKSBURG, MS, 39180-5160","(-90.87620125824616, 32.3237116962586)"
HELP COMMUNITY PROJECT INCORPORATED,P20,P,"110 S ARCHUSA AVE, QUITMAN, MS, 39355-2363","(-88.728071, 32.0389518)"
GOSPEL BROADCASTING COMPANY,X82,X,"8900 GERMANTOWN RD, OLIVE BRANCH, MS, 38654-8532","(-89.83049437081515, 34.98917961985729)"
WORD OF GOD MINISTRY,X20,X,"269 WORTHINGTON AVE, ROLLING FORK, MS, 39159-5093","(-90.877348, 32.902996)"
FLORENCE ELEMENTARY SCHOOL PTO,B11,B,"285 MS-469, FLORENCE, MS, 39073-0000","(-90.10831855430996, 32.16209822832379)"
WHOLE TRUTH CHURCH OF GOD IN CHRIST,X20,X,"2011 BAXTER AVE, GREENWOOD, MS, 38930-5001","(-90.20387418047599, 33.50817484146834)"
UNITED STATES BOWLING CONGRESS INC,N70,N,"204 BRIGHTON DR, CLINTON, MS, 39056-5439","(-90.34187686296548, 32.328919578681244)"
MISSISSIPPI MAGNOLA INSTITUTE INC,V31,V,"77 LITTLE ST, WEST POINT, MS, 39773-2872","(-88.65627499688993, 33.593403747820574)"
L M BUTTS FAMILY FOUNDATION,T20,T,"504 S COMMERCE ST, NATCHEZ, MS, 39120-3508","(-91.40597347470812, 31.55582443854435)"
HARVEST SEEKERS,M99,M,"5020 AMY LEE RD, KILN, MS, 39556-6840","(-89.37121155, 30.4947466)"
PHYLETIC RESEARCH GROUP CORPORATION,U30,U,"2321 30TH AVENUE, MERIDIAN, MS, 39301-1924","(-88.70876787878788, 32.38392437373737)"
HOUSE OF PEACE WORSHIP CHURCH,X20,X,"118 RIALTO ST, VICKSBURG, MS, 39180-6031","(-90.89174427790412, 32.29680944085025)"
SHELIA LACY OUTREACH MINISTRIES,X99,X,"113 CHESTNUT LN, HOUSTON, MS, 38851-3124","(-89.01466101992396, 33.889569138851726)"
HEART GENERATION CHURCH INC,X20,X,"552 E CARLEE ST, SARDIS, MS, 38666-2128","(-89.9050984796868, 34.424952307542284)"
MISSISSIPPI CHILDRENS HOME SERVICES INC,P193,P,"1465 LAKELAND DR, JACKSON, MS, 39216-4719","(-90.15145311402244, 32.3342720188752)"
WILLIE EARL JONES MEMORIAL SCHOLARSHIP FUND,B82,B,"611 25TH ST, MCCOMB, MS, 39648-5407","(-90.4595148367347, 31.231114265306122)"
DR GREGORY A TAYLOR MINISTRIES,X20,X,"1125 WEST AVE, COLUMBIA, MS, 39429-2351","(-89.82803539425122, 31.259454947039703)"
TRINITY MISSIONARY BAPTIST CHURCH,X20,X,"14049 I 55, TERRY, MS, 39170-8370","(-90.3016341, 32.1035394)"
POLISH FOUNDATION,P20,P,"921 EASTVIEW ST, JACKSON, MS, 39203-3117","(-90.21494115890467, 32.30077605421232)"
CALVARY GULF COAST,X20,X,"2905 PIMLICO DR, OCEAN SPRINGS, MS, 39564-5539","(-88.79294805473648, 30.405470649999998)"
GULF COAST CHAMBER MUSIC SOCIETY,A68,A,"1418 LOUIS ALEXIS TRL, GAUTIER, MS, 39553-4634","(-88.63210995173051, 30.4173022)"
SANDRA ADAMS MINISTRIES,X20,X,"893 WINTHROP CIR, JACKSON, MS, 39206-2321","(-90.17271612962125, 32.39853264420724)"
YMCA ET AL TRUST U/W FRANK P PHILIPS,T90Z,T,"CADENCE BANK, COLUMBUS, MS, 39703-0000","(-88.4375969515674, 33.53769365)"
POWER OF GOD CHRISTIAN CENTER CHURCH,X21,X,"485 HANGING MOSS CIR, JACKSON, MS, 39206-3804","(-90.18119939183224, 32.362325443455404)"
BEULAH CHURCH NON-DENOMINATIONAL,X21,X,"13432 OLD RIVER RD, VANCLEAVE, MS, 39565-8609","(-88.680758, 30.533764)"
YOUNG LADIES TODAY MAKING A DIFFERENCE FOR TOMORROW,P50,P,"9024 DAVIDSON RD, OLIVE BRANCH, MS, 38654-9716","(-89.88365677861451, 34.99157482204252)"
SHANKS HEALTH EMPLOYMENT EDUCATION & TRAINING SERVICES INC,P20,P,"4515 RITCHEY DR, JACKSON, MS, 39209-3814","(-90.24058784333208, 32.322689584333204)"
RIGHTEOUS OAKS RECOVERY CENTER INC,F20,F,"5120 PINE FOREST RD, CHUNKY, MS, 39323-9676","(-88.9069963, 32.2932003)"
FAITH WORK MINISTRIES,X21,X,"5574 GATES AVE, LONG BEACH, MS, 39560-3512","(-89.14479258904954, 30.36562865337891)"
LAMORRIS S RICHARDSON MINISTRIES,X21,X,"2800 11TH ST, MERIDIAN, MS, 39301-4825","(-88.706644, 32.367916)"
FELIX MARCEL BROWN SCHOLARSHIP FUND INC,B82,B,"2714 JEANETTE ST, VICKSBURG, MS, 39180-4636","(-90.88316029695679, 32.3339170386867)"
MISSISSIPPI COLLEGE FOUNDATION INC,B114,B,"200 CAPITOL ST, CLINTON, MS, 39056-4026","(-90.331683, 32.338279)"
ERICK DAMPIER FOUNDATION INC,O50,O,"623 BERRIDGE DR, RIDGELAND, MS, 39157-2863","(-90.11760557170366, 32.41732720981724)"
ASHLEYS ANGELS INC,P80,P,"5551 FRIENDSHIP RD, PONTOTOC, MS, 38863-8650","(-89.1064722365967, 34.34919359508799)"
THOMAS S ELMORE FOUNDATION,T20,T,"109 W COMMERCE ST, ABERDEEN, MS, 39730-2631","(-88.54406152692388, 33.82546395764541)"
BACK TO BASICS COMMUNITY OUTREACH INC,P20,P,"106 ROBERTS RD, INDIANOLA, MS, 38751-3733","(-90.64397103606854, 33.434122792244466)"
THE WE CARE COMMITTEE,P28,P,"133 E COMMERCE ST, ABERDEEN, MS, 39730-2709","(-88.5431471048467, 33.825295964811325)"
BLUE CROSS & BLUE SHIELD OF MISSISSIPPI FOUNDATION,T21,T,"3545 LAKELAND DR, FLOWOOD, MS, 39232-8839","(-90.13143928221778, 32.33239762987013)"
SAV-A-LIFE OF THE MISSISSIPPI GULF COAST INC,T90,T,"9155 LORRAINE RD, GULFPORT, MS, 39503-6154","(-89.03229295, 30.4175835)"
JACKSON MUSIC AWARDS ASSOCIATION INC,A196,A,"405 BRIARWOOD DRIVE, JACKSON, MS, 39206-3052","(-90.1516580398892, 32.380162502747766)"
LINK THE HEALTHY COMMUNITIES -HEALTHY YOUTH INITIATIVE INC,O50,O,"1204 N HARPER RD, CORINTH, MS, 38834-4500","(-88.49664516161616, 34.94010582828283)"
METRO COMMUNITY DEVELOPMENT CORPORATION,S11,S,"2747 LIVINGSTON RD, JACKSON, MS, 39213-6928","(-90.197077, 32.337340280392226)"
DOUG AND SUSANS KIDS FOUNDATION,P20,P,"3844 W NORTHSIDE DR, JACKSON, MS, 39209-2559","(-90.2013687, 32.3559621)"
TROMAR MINISTRIES INC,P80,P,"221 TERRACE DR, BRANDON, MS, 39042-2340","(-90.0159784550807, 32.286613479593065)"
MISSISSIPPI HILLS HERITAGE AREA ALLIANCE INC,S32,S,"850 INSIGHT PARK AVENUE, UNIVERSITY, MS, 38677-0000","(-89.54817721979812, 34.35830535)"
ON COURSE MINISTRIES INC,X20,X,"200 WINDROSE DR, MADISON, MS, 39110-8005","(-90.079071, 32.454596)"
DIVINE MINISTRY INC,X21,X,"824 N 1ST AVE, LAUREL, MS, 39440-3540","(-89.1263679876781, 31.698879426337854)"
MISSISSIPPI CHAPTER AMERICAN COLLEGE OF CARDIOLOGY,Y03,Y,"408, RIDGELAND, MS, 39157-0000","(-90.138763, 32.436055)"
NEWCA HEALTHCARE INC,E22,E,"1314 19TH AVE, MERIDIAN, MS, 39301-4116","(-88.69675050000001, 32.3698251)"
EAST CENTRAL MISSISSIPPI HEALTH NETWORK INCORPORATED,E70,E,"905C S FRONTAGE RD, MERIDIAN, MS, 39301-6113","(-88.6704803, 32.3662112)"
ALCORN STATE UNIVERSITY NATIONAL ALUMNI ASSOCIATION FOUNDATION INC,B82,B,"107 COLONIAL DR, VICKSBURG, MS, 39180-4300","(-90.865787, 32.3335907)"
IUKA HERITAGE COMMITTEE,A50,A,"1759 PINE LN, IUKA, MS, 38852-7489","(-88.19960272245501, 34.826920244119776)"
CALEDONIA PARENT TEACHERS ORGANIZATION,B94,B,"9509 WOLFE RD, CALEDONIA, MS, 39740-9246","(-88.334132, 33.666172)"
BACK TO JERUSALEM INC,X122,X,"616 W 21ST ST, LAUREL, MS, 39440-2331","(-89.13306695025715, 31.715458006987184)"
APELAH INC,P32,P,"304 HIGHLAND PARK CV, RIDGELAND, MS, 39157-6058","(-90.1806187, 32.4161347)"
MID-SOUTH DRESSAGE ACADEMY INC,N69,N,"6303 ROBERTSON GIN RD, HERNANDO, MS, 38632-6775","(-90.02457669344119, 34.768280991910494)"
C2M INC,Q33,Q,"217 W CAPITOL ST, JACKSON, MS, 39201-2004","(-90.1896669274153, 32.30043945402799)"
MANNA MINISTERIES INC,P60,P,"120 STREET A, PICAYUNE, MS, 39466-5466","(-89.6874618, 30.5098193)"
LAIRD HOSPITAL INC,E20,E,"25117 HIGHWAY 15, UNION, MS, 39365-9088","(-89.0028726, 34.4761256)"
MISSISSIPPI SECTION OF THE AMERICAN NUCLEAR SOCIETY INC,V20,V,"1340 ECHELON PARKWAY, JACKSON, MS, 39213-8202","(-90.18844674522978, 32.395657148880396)"
REDEMPTION OUTREACH MINISTRIES INTERNATIONAL INC,X21,X,"113 WISTERIA HILL DR, FLOWOOD, MS, 39232-7422","(-90.04729175443288, 32.35064713163063)"
MISSISSIPPI HEALTH CARE FOUNDATION,P20,P,"303 BRAME RD, RIDGELAND, MS, 39157-9423","(-90.1516873965972, 32.41825139484322)"
MARIE H ELLIS FOUNDATION,T21,T,"114 N LEHMBERG RD, COLUMBUS, MS, 39702-5554","(-88.36442169928, 33.49350360569134)"
NESHOBA CENTRAL TAG PARENTS ORGANIZATION,B94,B,"1002 SAINT FRANCIS DR, PHILADELPHIA, MS, 39350-2030","(-89.0908403141263, 32.76195233308657)"
VILLAGE INCORPORATED,O50,O,"834 NEWLAND ST, JACKSON, MS, 39211-4548","(-90.14120384288626, 32.370059207757535)"
SOUTHERN SHIH TZU RESCUE,D20,D,"15078 LAURELWOOD DR, GULFPORT, MS, 39503-8418","(-89.08904590860384, 30.486835550000002)"
WHITE ROCK FAMILY ENRICHMENT CENTER,S20,S,"4840 COLLEGE HILL DR, JACKSON, MS, 39209-2553","(-90.25262807182315, 32.345469977718366)"
TIGER ELITE NJROTC BOOSTER CLUB,W113,W,"4924 CHURCH ST, MOSS POINT, MS, 39563-2600","(-88.55345430905764, 30.41290904985426)"
CORNERSTONE BAPTIST CHURCH OF LONG BEACH MS,X20,X,"1555 W RAILROAD ST, LONG BEACH, MS, 39560-3701","(-89.1892713692677, 30.338219308537635)"
NEW SEASON CHRISTIAN FELLOWSHIP CHURCH,X20,X,"335 CAMERON ST, CANTON, MS, 39046-4309","(-90.039281, 32.609079)"
JACOBS WELL MINISTRIES INC,L41,L,"1734 S MAIN ST, POPLARVILLE, MS, 39470-4287","(-89.521417, 30.824378)"
LEWISBURG ELEMENTARY SCHOOL PTO,B94,B,"1717 CRAFT RD, OLIVE BRANCH, MS, 38654-5234","(-89.8670858, 34.8704946)"
LOVE FELLOWSHIP & DELIVERANCE MINISTRY,X99,X,"4507 MCARTHUR ST, PASCAGOULA, MS, 39567-2351","(-88.54324327740235, 30.378337549999998)"
MISSISSIPPI BREASTFEEDING COALITION,E40,E,"405 NORTHTOWN DR, JACKSON, MS, 39211-3091","(-90.10575344072645, 32.387791872729856)"
LIBERTY CHAPEL CEMETERY FUND,Y50,Y,"1400 AUDUBON POINT DR, HORN LAKE, MS, 38637-6030","(-90.016548, 34.945065)"
FRIENDS OF OXFORD-LAFAYETTE COUNTY LIBRARY,B11,B,"401 BRAMLETT BLVD, OXFORD, MS, 38655-4121","(-89.50962444999999, 34.36518795)"
STARKVILLE CHINESE CHRISTIAN CHURCH,X21,X,"106 E LAMPKIN ST, STARKVILLE, MS, 39759-2945","(-88.81626781632653, 33.46263448979592)"
RESTORATION OF LIFE CHRISTIAN CENTER,X20,X,"296 LEEVILLE RD, PETAL, MS, 39465-0000","(-89.25719853747249, 31.367016999999997)"
LIGHT ON A HILL FOUNDATION,P20,P,"531 W CAPITOL ST, JACKSON, MS, 39203-2604","(-90.19487599259408, 32.30165852886667)"
HOLLY GROVE PROPERTY OWNERS ASSN INC,L50,L,"5543 COREY CV, HORN LAKE, MS, 38637-8714","(-90.08843637513654, 34.97454302164042)"
ANOLA CLUB OF PASCAGOULA,B82,B,"1001 SEA COVE ST, PASCAGOULA, MS, 39581-2168","(-88.51916113647638, 30.34767106639189)"
FOUNDATION FOR YOUTH INTERNATIONAL,R30,R,"104 CHADWYCK CT, MADISON, MS, 39110-6506","(-90.17590352446878, 32.51520960481407)"
ANIMAL RESCUE FUND OF MISSISSIPPI,D20,D,"1317 GREYMONT AVE, JACKSON, MS, 39202-1802","(-90.16793926122251, 32.315979494553574)"
STARKVILLE KOREAN CHURCH INC,X21,X,"115 S LAFAYETTE ST, STARKVILLE, MS, 39759-2946","(-88.81509780917125, 33.46358171519047)"
MISSISSIPPI ASSOCIATION OF SUPERVISORS DISASTER RELIEF FUND,M99,M,"793 N PRESIDENT ST, JACKSON, MS, 39202-3002","(-90.1800173480662, 32.30863582773352)"
TYLERTOWN GOSPEL HALL BENEVOLENT FUND,X20,X,"1200 ESTELLE ST, HATTIESBURG, MS, 39402-2738","(-89.324671, 31.309931)"
MIDSOUTH ANIMAL RESCUE LEAGUE INC,D20,D,"278 S RED BANKS RD, RED BANKS, MS, 38661-9600","(-89.56470931219647, 34.81947186887375)"
PEARL RIVER WOODCARVERS GUILD INC,A50,A,"230 BLACKBRIDGE DR, BRANDON, MS, 39042-2099","(-90.0299337241158, 32.3071776302029)"
NORTH GULFPORT COMMUNITY LAND CONSERVANCY INC,C34,C,"8208 OHIO AVE, GULFPORT, MS, 39501-7900","(-89.097225, 30.405905)"
HISPANIOLA MOUNTAIN MINISTRIES INC,X990,X,"6530 DOGWOOD VIEW PKWY, JACKSON, MS, 39213-7856","(-90.19567154627225, 32.39826770821601)"
LIGHTHOUSE RESCUE MISSION INC,P20,P,"204 EUPORA ST, HATTIESBURG, MS, 39401-1947","(-89.3027542, 31.3356138)"
GATEWAY COMMUNITY DEVELOPMENT CORP,P20,P,"941 CALHOUN AVE, YAZOO CITY, MS, 39194-3229","(-90.40421247276736, 32.860090023425805)"
THE DELTA CHI OF KAPPA SIGMA ALUMNI HOUSE CORPORATION,B83,B,"48 AVERY CIR, JACKSON, MS, 39211-2403","(-90.11491077743429, 32.39878867652065)"
WINGARD HOME INC,P20,P,"1279 N WEST ST, JACKSON, MS, 39202-2059","(-90.18210415163747, 32.31598169473165)"
MISSISSIPPI SPORTSMENS FOUNDATION,D99,D,"200 BRAE BURN DR, JACKSON, MS, 39211-2504","(-90.105248, 32.398757)"
SCOOBA REUNION INCORPORATED,P28,P,"949 BINNSVILLE ROAD, SCOOBA, MS, 39358-0000","(-88.4585223, 32.8311021)"
DELIVERANCE AND HEALING MINISTRYCHURCH,X20,X,"225 SHERWOOD DR, CANTON, MS, 39046-3105","(-90.03076487755102, 32.623754734693875)"
HOPE COMMUNITY DEVELOPMENT AGENCY,M20,M,"715 HOWARD AVE, BILOXI, MS, 39530-4305","(-88.88597329166666, 30.396270458333333)"
GROWING GROUNDS INC,O50,O,"5020 MEADOW OAKS PARK DR, JACKSON, MS, 39211-4815","(-90.12617406073106, 32.36530477307581)"
ANOINTED ART MINISTRIESINCORPORATED,X21,X,"5846 N COMMERCE PLZ, JACKSON, MS, 39206-2936","(-90.1605878846154, 32.38450534615385)"
WISCONSIN COVE INC,L21,L,"3444 WISCONSIN AVE, VICKSBURG, MS, 39180-5331","(-90.86275735992612, 32.315038029249074)"
9 LIVES CAT RESCUE,D20,D,"102 COURTNEY CV, SENATOBIA, MS, 38668-6305","(-89.97110217666945, 34.59572797971676)"
TEAM FUSION ROBOTICS,B90,B,"3 PINE HAVEN ST, GULFPORT, MS, 39503-6205","(-89.03368119767897, 30.41274005)"
ALTERED IMAGES MINISTRIES PRISON OUTREACH INC,X20,X,"352 BARTHELL DR, GREENVILLE, MS, 38703-6714","(-91.01500822448085, 33.403547862084864)"
CARING HANDS MINISTRIES INC,E32,E,"2100 MAIN ST, MADISON, MS, 39110-9114","(-90.1109514923462, 32.460414239549905)"
OXFORD BALLET ASSOCIATION INC,A126,A,"505 BOWIE DR, OXFORD, MS, 38655-8351","(-89.56913929918827, 34.36685819478315)"
HOME AGAIN INC,L81,L,"4 OLD RIVER PLACE, JACKSON, MS, 39202-3434","(-90.16224003194004, 32.3093056689972)"
NATCHEZ CHILDRENS CHRISTMAS TREEFUND,P58,P,"505 N PEARL ST, NATCHEZ, MS, 39120-2927","(-91.4001212308239, 31.563427967553793)"
NATCHEZ ADAMS COUNTY COMMUNITYALLIANCE FOUNDATION INCORPORATION,S41,S,"108 S COMMERCE ST, NATCHEZ, MS, 39120-3308","(-91.40271297834346, 31.55912105161012)"
LEWISBURG BAND BOOSTER CLUB,B94,B,"1755 CRAFT RD, OLIVE BRANCH, MS, 38654-5234","(-89.8676589, 34.8737707)"
KELLEY-MOZINGO CEMETERY ASSOCIATION TRUST FUND,Y50,Y,"701 SOUTH STREET, WAYNESBORO, MS, 39367-0000","(-88.643683, 31.672878)"
MONUMENT OF GRACE CHURCH,X21,X,"707 BRENTWOOD AVE, GREENWOOD, MS, 38930-6905","(-90.146197, 33.507027)"
MISSISSIPPI STATE KAPPA SIGMAEDUCATIONAL FOUNDATION INC,B82,B,"103 ST LIVIE CT, MADISON, MS, 39110-4555","(-90.08476138192331, 32.47297539501803)"
TREHERN CHARITABLE FOUNDATION,T22,T,"205 FRONT BEACH DR, OCEAN SPRINGS, MS, 39564-4516","(-88.83861454999999, 30.410177150000003)"
CADE DEVELOPMENT CORPORATION INC,L22,L,"1000 W RIDGEWAY ST, JACKSON, MS, 39213-6259","(-90.193902, 32.341413)"
JACKSON DRIVERS SICKFUND,Y43,Y,"4945 RATLIFF RD, RAYMOND, MS, 39154-7414","(-90.43749512703407, 32.26184099220866)"
FAVOR FOUNDATION,B20,B,"3420 LAURELWOOD ST, HORN LAKE, MS, 38637-1695","(-90.0476475437823, 34.959018729932865)"
BANAH PREGNANCY TESTING CENTER OFPONTOTOC INC,P45,P,"OXFORD STREET PONTOTOC MS 38863, PONTOTOC, MS, 38863-0000","(-89.0188331, 34.2510042)"
PHI THETA KAPPA FOUNDATION,B11,B,"1625 EASTOVER DR, JACKSON, MS, 39211-6431","(-90.14796451946128, 32.3414331796464)"
CROSSWIND,X20,X,"703 TATE ST, CORINTH, MS, 38834-5663","(-88.5195680309193, 34.931887138500684)"
FRIENDS OF WEST AFRICAINTERNATIONAL,Q30,Q,"2999 DELAWARE AVE, MCCOMB, MS, 39648-6200","(-90.49387704996808, 31.25492991144761)"
STRICKER FOUNDATION,T21,T,"401 LEGACY PARK, RIDGELAND, MS, 39157-4316","(-90.1117703, 32.4097337)"
SOUTH MISSISSIPPI HOUSING ANDDEVELOPMENT CORPORATION,L21,L,"10430 THREE RIVERS RD, GULFPORT, MS, 39503-3542","(-89.08346028587376, 30.43841356118809)"
EL CENTRO INC,P84,P,"2115 APPLEWOOD ST, TUPELO, MS, 38804-1127","(-88.72058965656714, 34.28944475603238)"
FORRESTBURG HOUSING DEVELOPMENTCORPORATION,L20,L,"515 E 4TH ST, HATTIESBURG, MS, 39401-2015","(-89.28860971428571, 31.332495571428574)"
NATIONAL FISHERIES RESTORATION,D33,D,"6268 KIMBROUGH BLVD, BILOXI, MS, 39532-8425","(-88.94276750712004, 30.45473035)"
MILLER PARK INC,P73,P,"431 KATHERINE DR, FLOWOOD, MS, 39232-9781","(-90.0960485011981, 32.335270048279064)"
BREAD OF LIFE HOUSE OF WORSHIP,X21,X,"710 103RD ST N, AMORY, MS, 38821-1735","(-88.49318951783982, 33.991020456505325)"
HOLLANDALE COMMUNITY YOUTH CENTER INC,O50,O,"567 GAYLO DR, GREENVILLE, MS, 38701-7433","(-91.06645214616724, 33.37101579709895)"
PILOT CLUB OF OXFORD MISSISSIPPI,P80,P,"909 FILLMORE AVE, OXFORD, MS, 38655-4321","(-89.52220071838052, 34.36324380578931)"
MARGARET M GROW CHARITABLE FOUNDATION,T20,T,"2479 HIGHWAY 309 S, BYHALIA, MS, 38611-8343","(-89.6878147, 34.8478774)"
LARRY AND MICHAEL JOHNSON FAMILY FOUNDATION,T20,T,"113 PARK CIRCLE DR, FLOWOOD, MS, 39232-8878","(-90.1219789, 32.3305775)"
DCHS BASEBALL BOOSTER CLUB,B112,B,"2911 CENTRAL PKWY, SOUTHAVEN, MS, 38672-6795","(-89.93899268313484, 34.9402903)"
CENTER HILL BULLPEN CLUB INC,N19,N,"14263 MILLER STATION LN, OLIVE BRANCH, MS, 38654-6338","(-89.73716710707497, 34.946768750000004)"
OMEGA MINISTRIES OF MISSISSIPPI,X99,X,"2300 N SIWELL RD, JACKSON, MS, 39212-2133","(-90.30914802, 32.25974718)"
HABITAT FOR HUMANITY OF THE MISSISSIPPI GULF COAST INC,L250,L,"2214 34TH ST, GULFPORT, MS, 39501-7025","(-89.08906422619643, 30.391306555274845)"
SANDRA HANCOCK MINISTRIES INC,X20,X,"3227 AUDUBON DR, LAUREL, MS, 39440-1422","(-89.13925230612246, 31.729912346938775)"
RENAISSANCE COMMUNITY LOAN FUND INC,M20,M,"8917 LORRAINE RD, GULFPORT, MS, 39503-4176","(-89.02847614284637, 30.412247061450373)"
GLOBAL CONNECTIONS,Q33,Q,"70 BRICKERTON ST, COLUMBUS, MS, 39701-3636","(-88.41469751647912, 33.516954497976634)"
LONG BEACH HIGH SCHOOL BAND BOOSTERS,B12,B,"300 E OLD PASS RD, LONG BEACH, MS, 39560-4741","(-89.14545151428571, 30.355705057142856)"
LADY CHARGERS SOFTBALL,N11,N,"1412 SHETLAND CV, SOUTHAVEN, MS, 38671-8994","(-89.96534172055662, 34.94541921225043)"
DELTA COMMUNITY TENNIS ASSOCIATION,N66,N,"710 FRANCIS DR, BELZONI, MS, 39038-3422","(-90.48109172443372, 33.1865194366921)"
APPOINTED AND ANOINTED MINISTRIES,X01,X,"2501 MCINNIS ST, HATTIESBURG, MS, 39402-2728","(-89.3278523435731, 31.310110258462124)"
TRAIL OF HONOR,A54,A,"3509 I 55 S, JACKSON, MS, 39212-4963","(-90.2189596, 32.235422)"
